ref,smiles1,A,smiles2,B,temperature,molar_ratio,viscosity
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,308.15,0.8013,0.748
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,308.15,0.8999,0.794
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,308.15,1.0,0.839
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,0.0,0.368
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,0.1016,0.406
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,0.2005,0.445
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,0.3016,0.485
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,0.4007,0.526
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,0.4999,0.569
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,0.6005,0.612
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,0.6994,0.659
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,0.8013,0.7
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,0.8999,0.74
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,313.15,1.0,0.781
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,0.0,0.35
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,0.1016,0.385
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,0.2005,0.421
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,0.3016,0.459
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,0.4007,0.496
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,0.4999,0.535
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,0.6005,0.575
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,0.6994,0.616
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,0.8013,0.653
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,0.8999,0.689
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C,Ethyl Acetate,318.15,1.0,0.728
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,0.0,1.936
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,0.1021,1.805
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,0.2028,1.694
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,0.3004,1.59
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,0.4044,1.485
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,0.5041,1.389
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,0.6032,1.301
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,0.7035,1.216
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,0.8017,1.134
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,0.9022,1.056
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,298.15,1.0,0.973
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,0.0,1.751
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,0.1021,1.629
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,0.2028,1.533
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,0.3004,1.442
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,0.4044,1.35
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,0.5041,1.266
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,0.6032,1.189
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,0.7035,1.111
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,0.8017,1.039
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,0.9022,0.967
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,303.15,1.0,0.904
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,0.0,1.591
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,0.1021,1.476
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,0.2028,1.39
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,0.3004,1.311
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,0.4044,1.231
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,0.5041,1.157
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,0.6032,1.088
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,0.7035,1.02
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,0.8017,0.957
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,0.9022,0.895
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,308.15,1.0,0.839
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,0.0,1.453
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,0.1021,1.342
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,0.2028,1.268
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,0.3004,1.198
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,0.4044,1.126
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,0.5041,1.062
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,0.6032,1.0
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,0.7035,0.94
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,0.8017,0.883
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,0.9022,0.829
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,313.15,1.0,0.781
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,0.0,1.332
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,0.1021,1.228
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,0.2028,1.161
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,0.3004,1.098
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,0.4044,1.035
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,0.5041,0.976
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,0.6032,0.922
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,0.7035,0.868
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,0.8017,0.818
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,0.9022,0.77
ref-162,COCCOCCOC,Diethylene Glycol Dimethyl Ether,CCOC(=O)C1=CC=CC=C1,Ethyl Benzoate,318.15,1.0,0.728
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,0.0,5.69
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,0.1016,4.066
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,0.2071,3.167
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,0.3081,2.651
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,0.4096,2.278
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,0.5099,2.012
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,0.6072,1.842
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,0.7071,1.663
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,0.8059,1.546
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,0.9033,1.512
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,298.15,1.0,1.566
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,0.0,4.771
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,0.1016,3.465
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,0.2071,2.734
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,0.3081,2.298
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,0.4096,1.981
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,0.5099,1.754
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,0.6072,1.624
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,0.7071,1.486
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,0.8059,1.393
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,0.9033,1.366
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,303.15,1.0,1.422
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,0.0,4.002
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,0.1016,2.97
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,0.2071,2.367
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,0.3081,1.998
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,0.4096,1.733
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,0.5099,1.545
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,0.6072,1.462
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,0.7071,1.337
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,0.8059,1.264
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,0.9033,1.245
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCCO,1-Heptanol,308.15,1.0,1.298
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,0.0,1.9
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,0.1028,1.497
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,0.2021,1.333
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,0.3067,1.253
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,0.407,1.221
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,0.5069,1.219
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,0.609,1.238
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,0.7057,1.278
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,0.8054,1.339
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,0.9036,1.501
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,298.15,1.0,1.564
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,0.0,1.681
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,0.1028,1.337
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,0.2021,1.213
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,0.3067,1.128
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,0.407,1.102
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,0.5069,1.104
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,0.609,1.123
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,0.7057,1.163
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,0.8054,1.217
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,0.9036,1.295
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,303.15,1.0,1.421
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,0.0,1.488
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,0.1028,1.198
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,0.2021,1.096
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,0.3067,1.024
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,0.407,1.003
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,0.5069,1.007
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,0.609,1.027
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,0.7057,1.062
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,0.8054,1.114
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,0.9036,1.183
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCO,1-Propanol,308.15,1.0,1.298
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,0.0,5.929
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,0.1041,4.231
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,0.2072,3.315
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,0.3091,2.753
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,0.4101,2.358
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,0.5107,2.075
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,0.6079,1.9
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,0.7081,1.699
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,0.807,1.574
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,0.9036,1.52
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,298.15,1.0,1.566
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,0.0,4.794
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,0.1041,3.511
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,0.2072,2.796
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,0.3091,2.344
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,0.4101,2.026
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,0.5107,1.796
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,0.6079,1.661
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,0.7081,1.506
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,0.807,1.413
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,0.9036,1.374
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,303.15,1.0,1.422
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,0.0,3.909
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,0.1041,2.939
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,0.2072,2.377
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,0.3091,2.015
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,0.4101,1.756
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,0.5107,1.567
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,0.6079,1.476
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,0.7081,1.352
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,0.807,1.279
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,0.9036,1.251
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCCCCCC(C)O,2-Octanol,308.15,1.0,1.298
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,0.0,1.074
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,0.1051,0.96
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,0.204,0.942
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,0.3085,0.965
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,0.4046,0.995
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,0.507,1.057
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,0.607,1.121
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,0.7033,1.202
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,0.8022,1.3
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,0.902,1.422
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,298.15,1.0,1.564
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,0.0,0.979
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,0.1051,0.879
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,0.204,0.866
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,0.3085,0.883
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,0.4046,0.913
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,0.507,0.968
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,0.607,1.027
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,0.7033,1.099
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,0.8022,1.187
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,0.902,1.294
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,303.15,1.0,1.421
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,0.0,0.893
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,0.1051,0.806
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,0.204,0.798
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,0.3085,0.814
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,0.4046,0.841
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,0.507,0.892
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,0.607,0.946
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,0.7033,1.011
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,0.8022,1.092
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,0.902,1.186
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CCO,Ethyl Alcohol,308.15,1.0,1.298
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CO,Methyl Alcohol,298.15,0.0,0.542
ref-163,CC(=O)CC(=O)OC,Methyl Acetoacetate,CO,Methyl Alcohol,298.15,0.1017,0.599
